Event,Elevation [m],Depth water [m],Longitude,Latitude,Symbiosis,Spinose,export,grid_thickness,organic_export_m3,inorganic_export_m3,prop
WCT2-1_trap,-5356,4787,147,39,Undetermined,Undetermined,0,765.5483400000003,0,0,0
WCT2-1_trap,-5356,4787,147,39,Yes,No,0,765.5483400000003,0,0,0
WCT2-1_trap,-5356,4787,147,39,Yes,Yes,536.6,765.5483400000003,4.935754067905539e-5,1.7768714644459935e-5,0.10314470244502538
WCT2-1_trap,-5356,4787,147,39,NA,NA,0,765.5483400000003,0,0,0
WCT2-2_trap,-5322,1586,147,39,No,No,7187.4000000000005,311.4680000000001,0.0016249269587887034,5.849737051639333e-4,0.7403127124405167
WCT2-2_trap,-5322,1586,147,39,No,Yes,1610.6,311.4680000000001,3.641243509231552e-4,1.3108476633233587e-4,0.16589415569701088
WCT2-2_trap,-5322,1586,147,39,Undetermined,Undetermined,0,311.4680000000001,0,0,0
WCT2-2_trap,-5322,1586,147,39,Yes,No,0,311.4680000000001,0,0,0
WCT2-2_trap,-5322,1586,147,39,Yes,Yes,910.6,311.4680000000001,2.0586839311475546e-4,7.411262152131197e-5,0.09379313186247244
WCT2-2_trap,-5322,1586,147,39,NA,NA,0,311.4680000000001,0,0,0
WCT2-2_trap,-5322,4787,147,39,No,No,4860.4,765.5483400000003,4.4706930808140286e-4,1.6094495090930502e-4,0.7606616899071944
WCT2-2_trap,-5322,4787,147,39,No,Yes,1002.8,765.5483400000003,9.223954862645683e-5,3.320623750552446e-5,0.15694007543390143
WCT2-2_trap,-5322,4787,147,39,Undetermined,Undetermined,0,765.5483400000003,0,0,0
WCT2-2_trap,-5322,4787,147,39,Yes,No,0,765.5483400000003,0,0,0
WCT2-2_trap,-5322,4787,147,39,Yes,Yes,526.5,765.5483400000003,4.8428522488860714e-5,1.7434268095989855e-5,0.08239823465890418
WCT2-2_trap,-5322,4787,147,39,NA,NA,0,765.5483400000003,0,0,0
WR2_trap,-2196,599,9.15,-20.05,No,No,9059.7,171.02730000000008,0.003730128903397292,0.0013428464052230252,0.6041129048390647
WR2_trap,-2196,599,9.15,-20.05,No,Yes,4437.3,171.02730000000008,0.001826959058583044,6.577052610898959e-4,0.29588509472083857
WR2_trap,-2196,599,9.15,-20.05,Undetermined,Undetermined,0,171.02730000000008,0,0,0
WR2_trap,-2196,599,9.15,-20.05,Yes,No,0,171.02730000000008,0,0,0
WR2_trap,-2196,599,9.15,-20.05,Yes,Yes,1499.7,171.02730000000008,6.174679422524939e-4,2.222884592108978e-4,0.10000200044009681
WR2_trap,-2196,599,9.15,-20.05,NA,NA,0,171.02730000000008,0,0,0
WR2_trap,-2196,1648,9.15,-20.05,No,No,1818.7,311.4680000000001,4.111715863801952e-4,1.4802177109687027e-4,0.36495896293620694
WR2_trap,-2196,1648,9.15,-20.05,No,Yes,1708.6,311.4680000000001,3.8628018501633116e-4,1.3906086660587922e-4,0.3428651696666867
WR2_trap,-2196,1648,9.15,-20.05,Undetermined,Undetermined,0,311.4680000000001,0,0,0
WR2_trap,-2196,1648,9.15,-20.05,Yes,No,0,311.4680000000001,0,0,0
WR2_trap,-2196,1648,9.15,-20.05,Yes,Yes,1456,311.4680000000001,3.291723922414715e-4,1.1850206120692974e-4,0.2921758673971063
WR2_trap,-2196,1648,9.15,-20.05,NA,NA,0,311.4680000000001,0,0,0
WR3_trap,-2208,1648,9.1617,-20.04,No,No,10546.2,311.4680000000001,0.002384284260341351,8.583423337228862e-4,0.7517481769775249
WR3_trap,-2208,1648,9.1617,-20.04,No,Yes,3288.3,311.4680000000001,7.434186658019442e-4,2.676307196886999e-4,0.23439471376943308
WR3_trap,-2208,1648,9.1617,-20.04,Undetermined,Undetermined,0,311.4680000000001,0,0,0
WR3_trap,-2208,1648,9.1617,-20.04,Yes,No,0,311.4680000000001,0,0,0
WR3_trap,-2208,1648,9.1617,-20.04,Yes,Yes,194.4,311.4680000000001,4.394994028278987e-5,1.5821978501804353e-5,0.013857109253041934
WR3_trap,-2208,1648,9.1617,-20.04,NA,NA,0,311.4680000000001,0,0,0
WR4_trap,-2263,1717,8.96,-20.125,No,No,9276.4,311.4680000000001,0.0020972079528769135,7.549948630356887e-4,0.699883810414812
WR4_trap,-2263,1717,8.96,-20.125,No,Yes,2888.5,311.4680000000001,6.530319058993753e-4,2.350914861237751e-4,0.2179309200102609
WR4_trap,-2263,1717,8.96,-20.125,Undetermined,Undetermined,0,311.4680000000001,0,0,0
WR4_trap,-2263,1717,8.96,-20.125,Yes,No,0,311.4680000000001,0,0,0
WR4_trap,-2263,1717,8.96,-20.125,Yes,Yes,1089.3,311.4680000000001,2.462688783438426e-4,8.865679620378334e-5,0.0821852695749272
WR4_trap,-2263,1717,8.96,-20.125,NA,NA,0,311.4680000000001,0,0,0
WS1_trap,-3880,863,-34.7667,-62.45,No,No,98.3,198.67919999999992,3.483987419585611e-5,1.25423547105082e-5,1
WS1_trap,-3880,863,-34.7667,-62.45,No,Yes,0,198.67919999999992,0,0,0
WS1_trap,-3880,863,-34.7667,-62.45,Undetermined,Undetermined,0,198.67919999999992,0,0,0
WS1_trap,-3880,863,-34.7667,-62.45,Yes,No,0,198.67919999999992,0,0,0
WS1_trap,-3880,863,-34.7667,-62.45,Yes,Yes,0,198.67919999999992,0,0,0
WS1_trap,-3880,863,-34.7667,-62.45,NA,NA,0,198.67919999999992,0,0,0
WS2_trap,-5000,4456,-2.5,-62.916666,No,No,2795.6,765.5483400000003,2.57144876485962e-4,9.257215553494633e-5,1
WS2_trap,-5000,4456,-2.5,-62.916666,No,Yes,0,765.5483400000003,0,0,0
WS2_trap,-5000,4456,-2.5,-62.916666,Undetermined,Undetermined,0,765.5483400000003,0,0,0
WS2_trap,-5000,4456,-2.5,-62.916666,Yes,No,0,765.5483400000003,0,0,0
WS2_trap,-5000,4456,-2.5,-62.916666,Yes,Yes,0,765.5483400000003,0,0,0
WS2_trap,-5000,4456,-2.5,-62.916666,NA,NA,0,765.5483400000003,0,0,0
WS3_trap,-5053,360,-2.5633,-64.9017,No,No,40472.299999999996,126.73340000000002,0.022487556226956217,0.008095520241704237,0.9998418921556275
WS3_trap,-5053,360,-2.5633,-64.9017,No,Yes,0,126.73340000000002,0,0,0
WS3_trap,-5053,360,-2.5633,-64.9017,Undetermined,Undetermined,0,126.73340000000002,0,0,0
WS3_trap,-5053,360,-2.5633,-64.9017,Yes,No,0,126.73340000000002,0,0,0
WS3_trap,-5053,360,-2.5633,-64.9017,Yes,Yes,6.4,126.73340000000002,3.556021275107167e-6,1.2801676590385802e-6,1.5810784437247246e-4
WS3_trap,-5053,360,-2.5633,-64.9017,NA,NA,0,126.73340000000002,0,0,0
WS4_trap,-5044,352,-2.5958,-64.9292,No,No,545.5,126.73340000000002,3.030952508704624e-4,1.0911429031336647e-4,1
WS4_trap,-5044,352,-2.5958,-64.9292,No,Yes,0,126.73340000000002,0,0,0
WS4_trap,-5044,352,-2.5958,-64.9292,Undetermined,Undetermined,0,126.73340000000002,0,0,0
WS4_trap,-5044,352,-2.5958,-64.9292,Yes,No,0,126.73340000000002,0,0,0
WS4_trap,-5044,352,-2.5958,-64.9292,Yes,Yes,0,126.73340000000002,0,0,0
WS4_trap,-5044,352,-2.5958,-64.9292,NA,NA,0,126.73340000000002,0,0,0
NA,-1450,600,-12.81666,49.18333,No,No,5969,171.02730000000008,0.002457602285327156,8.847368227177763e-4,0.45620605319474167
NA,-1450,600,-12.81666,49.18333,No,Yes,2524,171.02730000000008,0.001039200564276385,3.7411220313949856e-4,0.19290736777743808
NA,-1450,600,-12.81666,49.18333,Undetermined,Undetermined,0,171.02730000000008,0,0,0
NA,-1450,600,-12.81666,49.18333,Yes,No,2392,171.02730000000008,9.8485251574846e-4,3.545469056694456e-4,0.18281870987465607
NA,-1450,600,-12.81666,49.18333,Yes,Yes,1888,171.02730000000008,7.773417850054734e-4,2.7984304260197045e-4,0.14429837970039744
NA,-1450,600,-12.81666,49.18333,NA,NA,311,171.02730000000008,1.2804729615291431e-4,4.609702661504915e-5,0.02376948945276674
